obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('1224',)",31.3374004364,1,0,1036.08864855,29,29,2,3.13374004364,29,13,3746541029.08,3746541029.18,3660133550.72,44.52757,-125.38075,0.0,34.5685991919,29,29,internal_timestamp,1830.95996094,29,29,720851,1451144750,2.12689995766,29,29,3660133550.72
"('1225',)",31.3351993561,1,0,1036.10356762,29,29,2,3.13351993561,29,13,3746541029.08,3746541029.18,3660133561.72,44.52757,-125.38075,0.0,34.5690542938,29,29,internal_timestamp,1834.05004883,29,29,719335,1451144761,2.12249994278,29,29,3660133561.72
"('1226',)",31.3339996338,1,0,1036.11956255,29,29,2,3.13339996338,29,13,3746541029.08,3746541029.18,3660133572.71,44.52757,-125.38075,0.0,34.5706070796,29,29,internal_timestamp,1837.18994141,29,29,711703,1451144772,2.11820006371,29,29,3660133572.71
"('1227',)",31.3339996338,1,0,1036.13465719,29,29,2,3.13339996338,29,13,3746541029.08,3746541029.18,3660133583.72,44.52757,-125.38075,0.0,34.5715133855,29,29,internal_timestamp,1840.30004883,29,29,723515,1451144783,2.11590003967,29,29,3660133583.72
"('1228',)",31.3351993561,1,0,1036.14895988,29,29,2,3.13351993561,29,13,3746541029.08,3746541029.18,3660133594.71,44.52757,-125.38075,0.0,34.5716415609,29,29,internal_timestamp,1843.43005371,29,29,714901,1451144794,2.11570000648,29,29,3660133594.71
"('1229',)",31.3362007141,1,0,1036.16313974,29,29,2,3.13362007141,29,13,3746541029.08,3746541029.18,3660133605.71,44.52757,-125.38075,0.0,34.571755015,29,29,internal_timestamp,1846.5300293,29,29,712744,1451144805,2.11529994011,29,29,3660133605.71
"('1230',)",31.3328990936,1,0,1036.17858406,29,29,2,3.13328990936,29,13,3746541029.08,3746541029.18,3660133616.73,44.52757,-125.38075,0.0,34.5725632918,29,29,internal_timestamp,1849.63000488,29,29,727513,1451144816,2.10929989815,29,29,3660133616.73
"('1231',)",31.3320007324,1,0,1036.1932101,29,29,2,3.13320007324,29,13,3746541029.08,3746541029.18,3660133627.72,44.52757,-125.38075,0.0,34.5729116288,29,29,internal_timestamp,1852.7199707,29,29,719003,1451144827,2.10649991035,29,29,3660133627.72
"('1232',)",31.3306007385,1,0,1036.20802943,29,29,2,3.13306007385,29,13,3746541029.08,3746541029.18,3660133638.72,44.52757,-125.38075,0.0,34.5733914489,29,29,internal_timestamp,1855.81005859,29,29,717722,1451144838,2.10299992561,29,29,3660133638.72
"('1233',)",31.3300991058,1,0,1036.2220977,29,29,2,3.13300991058,29,13,3746541029.08,3746541029.18,3660133649.72,44.52757,-125.38075,0.0,34.573393289,29,29,internal_timestamp,1858.85998535,29,29,717408,1451144849,2.10100007057,29,29,3660133649.72
"('1234',)",31.3276996613,1,0,1036.23607599,29,29,2,3.13276996613,29,13,3746541029.08,3746541029.18,3660133660.72,44.52757,-125.38075,0.0,34.5729867155,29,29,internal_timestamp,1861.91003418,29,29,716420,1451144860,2.09719991684,29,29,3660133660.72
"('1235',)",31.3213005066,1,0,1036.25386566,29,29,2,3.13213005066,29,13,3746541029.08,3746541029.18,3660133671.73,44.52757,-125.38075,0.0,34.5759799544,29,29,internal_timestamp,1864.98999023,29,29,732038,1451144871,2.08559989929,29,29,3660133671.73
"('1236',)",31.3185005188,1,0,1036.26932276,29,29,2,3.13185005188,29,13,3746541029.08,3746541029.18,3660133682.72,44.52757,-125.38075,0.0,34.576988214,29,29,internal_timestamp,1868.06994629,29,29,724472,1451144882,2.07999992371,29,29,3660133682.72
"('1237',)",31.3122997284,1,0,1036.28662505,29,29,2,3.13122997284,29,13,3746541029.08,3746541029.18,3660133693.72,44.52757,-125.38075,0.0,34.5791229334,29,29,internal_timestamp,1871.2199707,29,29,723570,1451144893,2.0694000721,29,29,3660133693.72
"('1238',)",31.3106994629,1,0,1036.30104222,29,29,2,3.13106994629,29,13,3746541029.08,3746541029.18,3660133704.72,44.52757,-125.38075,0.0,34.5793828159,29,29,internal_timestamp,1874.26000977,29,29,723742,1451144904,2.06590008736,29,29,3660133704.72
"('1239',)",31.3101997375,1,0,1036.31515231,29,29,2,3.13101997375,29,13,3746541029.08,3746541029.18,3660133715.72,44.52757,-125.38075,0.0,34.5793834974,29,29,internal_timestamp,1877.31994629,29,29,723097,1451144915,2.0638999939,29,29,3660133715.72
"('1240',)",31.3071994781,1,0,1036.33051228,29,29,2,3.13071994781,29,13,3746541029.08,3746541029.18,3660133726.72,44.52757,-125.38075,0.0,34.5802533234,29,29,internal_timestamp,1880.40002441,29,29,720345,1451144926,2.05819988251,29,29,3660133726.72
"('1241',)",31.3031997681,1,0,1036.34595799,29,29,2,3.13031997681,29,13,3746541029.08,3746541029.18,3660133737.73,44.52757,-125.38075,0.0,34.5813082358,29,29,internal_timestamp,1883.43005371,29,29,729171,1451144937,2.05119991302,29,29,3660133737.73
"('1242',)",31.3033008575,1,0,1036.3597758,29,29,2,3.13033008575,29,13,3746541029.08,3746541029.18,3660133748.73,44.52757,-125.38075,0.0,34.581086433,29,29,internal_timestamp,1886.48999023,29,29,727996,1451144948,2.05010008812,29,29,3660133748.73
"('1243',)",31.3031997681,1,0,1036.37382739,29,29,2,3.13031997681,29,13,3746541029.08,3746541029.18,3660133759.73,44.52757,-125.38075,0.0,34.5810390005,29,29,internal_timestamp,1889.56005859,29,29,726574,1451144959,2.04859995842,29,29,3660133759.73
"('1244',)",31.3006000519,1,0,1036.38910258,29,29,2,3.13006000519,29,13,3746541029.08,3746541029.18,3660133770.72,44.52757,-125.38075,0.0,34.5819846137,29,29,internal_timestamp,1892.61999512,29,29,723747,1451144970,2.04329991341,29,29,3660133770.72
"('1245',)",31.2975006104,1,0,1036.40399161,29,29,2,3.12975006104,29,13,3746541029.08,3746541029.18,3660133781.73,44.52757,-125.38075,0.0,34.5824227044,29,29,internal_timestamp,1895.68005371,29,29,732666,1451144981,2.03789997101,29,29,3660133781.73
"('1246',)",31.297000885,1,0,1036.41877732,29,29,2,3.1297000885,29,13,3746541029.08,3746541029.18,3660133792.73,44.52757,-125.38075,0.0,34.5831726978,29,29,internal_timestamp,1898.73999023,29,29,728682,1451144992,2.03520011902,29,29,3660133792.73
"('1247',)",31.2975997925,1,0,1036.43259072,29,29,2,3.12975997925,29,13,3746541029.08,3746541029.18,3660133803.73,44.52757,-125.38075,0.0,34.5830303967,29,29,internal_timestamp,1901.80004883,29,29,734200,1451145003,2.03460001945,29,29,3660133803.73
"('1248',)",31.2950000763,1,0,1036.44786482,29,29,2,3.12950000763,29,13,3746541029.08,3746541029.18,3660133814.73,44.52757,-125.38075,0.0,34.5839769214,29,29,internal_timestamp,1904.85998535,29,29,731882,1451145014,2.02929997444,29,29,3660133814.73
"('1249',)",31.2943000793,1,0,1036.46204145,29,29,2,3.12943000793,29,13,3746541029.08,3746541029.18,3660133825.73,44.52757,-125.38075,0.0,34.5841759027,29,29,internal_timestamp,1907.89001465,29,29,728569,1451145025,2.02690005302,29,29,3660133825.73
"('1250',)",31.2938995361,1,0,1036.47656145,29,29,2,3.12938995361,29,13,3746541029.08,3746541029.18,3660133836.74,44.52757,-125.38075,0.0,34.5845001762,29,29,internal_timestamp,1910.97998047,29,29,738219,1451145036,2.02469992638,29,29,3660133836.74
"('1251',)",31.2929000854,1,0,1036.4907798,29,29,2,3.12929000854,29,13,3746541029.08,3746541029.18,3660133847.74,44.52757,-125.38075,0.0,34.5846469519,29,29,internal_timestamp,1914.02001953,29,29,736080,1451145047,2.02200007439,29,29,3660133847.74
"('1252',)",31.2910003662,1,0,1036.50602289,29,29,2,3.12910003662,29,13,3746541029.08,3746541029.18,3660133858.73,44.52757,-125.38075,0.0,34.5854737125,29,29,internal_timestamp,1917.11999512,29,29,733726,1451145058,2.01760005951,29,29,3660133858.73
"('1253',)",31.2898006439,1,0,1036.52064128,29,29,2,3.12898006439,29,13,3746541029.08,3746541029.18,3660133869.73,44.52757,-125.38075,0.0,34.5857776404,29,29,internal_timestamp,1920.20996094,29,29,731671,1451145069,2.01449990273,29,29,3660133869.73
"('1254',)",31.2894001007,1,0,1036.53480062,29,29,2,3.12894001007,29,13,3746541029.08,3746541029.18,3660133880.74,44.52757,-125.38075,0.0,34.5859088342,29,29,internal_timestamp,1923.26000977,29,29,740613,1451145080,2.01250004768,29,29,3660133880.74
"('1255',)",31.2880992889,1,0,1036.54988795,29,29,2,3.12880992889,29,13,3746541029.08,3746541029.18,3660133891.74,44.52757,-125.38075,0.0,34.5866132921,29,29,internal_timestamp,1926.36999512,29,29,739679,1451145091,2.00889992714,29,29,3660133891.74
"('1256',)",31.2849998474,1,0,1036.56524393,29,29,2,3.12849998474,29,13,3746541029.08,3746541029.19,3660133902.74,44.52757,-125.38075,0.0,34.5874713064,29,29,internal_timestamp,1929.44995117,29,29,737477,1451145102,2.00309991837,29,29,3660133902.74
"('1257',)",31.2812995911,1,0,1036.58024118,29,29,2,3.12812995911,29,13,3746541029.08,3746541029.19,3660133913.78,44.52757,-125.38075,0.0,34.5880375068,29,29,internal_timestamp,1932.48999023,29,29,781316,1451145113,1.99689996243,29,29,3660133913.78
"('1258',)",31.279800415,1,0,1036.59544074,29,29,2,3.1279800415,29,13,3746541029.08,3746541029.19,3660133924.74,44.52757,-125.38075,0.0,34.5889359007,29,29,internal_timestamp,1935.57995605,29,29,736423,1451145124,1.99290001392,29,29,3660133924.74
"('1259',)",31.2791996002,1,0,1036.61001383,29,29,2,3.12791996002,29,13,3746541029.08,3746541029.19,3660133935.75,44.52757,-125.38075,0.0,34.5893416962,29,29,internal_timestamp,1938.66003418,29,29,745834,1451145135,1.9903999567,29,29,3660133935.75
"('1260',)",31.2777996063,1,0,1036.62413204,29,29,2,3.12777996063,29,13,3746541029.08,3746541029.19,3660133946.74,44.52757,-125.38075,0.0,34.5893185117,29,29,internal_timestamp,1941.69995117,29,29,744482,1451145146,1.98740005493,29,29,3660133946.74
"('1261',)",31.2756004333,1,0,1036.63959665,29,29,2,3.12756004333,29,13,3746541029.08,3746541029.19,3660133957.74,44.52757,-125.38075,0.0,34.5905470037,29,29,internal_timestamp,1944.76000977,29,29,743040,1451145157,1.98230004311,29,29,3660133957.74
"('1262',)",31.2761993408,1,0,1036.6541096,29,29,2,3.12761993408,29,13,3746541029.08,3746541029.19,3660133968.74,44.52757,-125.38075,0.0,34.5910355851,29,29,internal_timestamp,1947.84997559,29,29,742042,1451145168,1.98109996319,29,29,3660133968.74
"('1263',)",31.2714004517,1,0,1036.66966251,29,29,2,3.12714004517,29,13,3746541029.08,3746541029.19,3660133979.74,44.52757,-125.38075,0.0,34.5918343847,29,29,internal_timestamp,1950.93005371,29,29,739801,1451145179,1.97339999676,29,29,3660133979.74
"('1264',)",31.2707004547,1,0,1036.68423434,29,29,2,3.12707004547,29,13,3746541029.08,3746541029.19,3660133990.74,44.52757,-125.38075,0.0,34.5922262959,29,29,internal_timestamp,1954.01000977,29,29,739592,1451145190,1.97080004215,29,29,3660133990.74
"('1265',)",31.2709007263,1,0,1036.69819549,29,29,2,3.12709007263,29,13,3746541029.08,3746541029.19,3660134001.75,44.52757,-125.38075,0.0,34.5922448626,29,29,internal_timestamp,1957.06005859,29,29,750113,1451145201,1.96959996223,29,29,3660134001.75
"('1266',)",31.2714996338,1,0,1036.71177951,29,29,2,3.12714996338,29,13,3746541029.08,3746541029.19,3660134012.75,44.52757,-125.38075,0.0,34.5920159222,29,29,internal_timestamp,1960.08996582,29,29,749998,1451145212,1.96909999847,29,29,3660134012.75
"('1267',)",31.2696990967,1,0,1036.72707323,29,29,2,3.12696990967,29,13,3746541029.08,3746541029.19,3660134023.75,44.52757,-125.38075,0.0,34.5929734207,29,29,internal_timestamp,1963.18005371,29,29,749856,1451145223,1.9646999836,29,29,3660134023.75
"('1268',)",31.2681007385,1,0,1036.74192558,29,29,2,3.12681007385,29,13,3746541029.08,3746541029.19,3660134034.75,44.52757,-125.38075,0.0,34.5937821443,29,29,internal_timestamp,1966.20996094,29,29,749305,1451145234,1.9607000351,29,29,3660134034.75
"('1269',)",31.2663993835,1,0,1036.75631738,29,29,2,3.12663993835,29,13,3746541029.08,3746541029.19,3660134045.75,44.52757,-125.38075,0.0,34.5939147589,29,29,internal_timestamp,1969.27001953,29,29,747545,1451145245,1.95720005035,29,29,3660134045.75
"('1270',)",31.2663993835,1,0,1036.7708027,29,29,2,3.12663993835,29,13,3746541029.08,3746541029.19,3660134056.76,44.52757,-125.38075,0.0,34.5944317955,29,29,internal_timestamp,1972.32995605,29,29,761439,1451145256,1.95529997349,29,29,3660134056.76
"('1271',)",31.26720047,1,0,1036.78478751,29,29,2,3.126720047,29,13,3746541029.08,3746541029.19,3660134067.75,44.52757,-125.38075,0.0,34.5944284258,29,29,internal_timestamp,1975.41003418,29,29,753209,1451145267,1.95480000973,29,29,3660134067.75
"('1272',)",31.2677001953,1,0,1036.79875811,29,29,2,3.12677001953,29,13,3746541029.08,3746541029.19,3660134078.75,44.52757,-125.38075,0.0,34.5946138728,29,29,internal_timestamp,1978.43994141,29,29,750731,1451145278,1.953799963,29,29,3660134078.75
"('1273',)",31.26720047,1,0,1036.8130769,29,29,2,3.126720047,29,13,3746541029.08,3746541029.19,3660134089.76,44.52757,-125.38075,0.0,34.5947153593,29,29,internal_timestamp,1981.5300293,29,29,763385,1451145289,1.95169997215,29,29,3660134089.76
"('1274',)",31.2670993805,1,0,1036.82732403,29,29,2,3.12670993805,29,13,3746541029.08,3746541029.19,3660134100.75,44.52757,-125.38075,0.0,34.5950070263,29,29,internal_timestamp,1984.57995605,29,29,754844,1451145300,1.94990003109,29,29,3660134100.75
"('1275',)",31.2672996521,1,0,1036.8415718,29,29,2,3.12672996521,29,13,3746541029.08,3746541029.19,3660134111.75,44.52757,-125.38075,0.0,34.5953493117,29,29,internal_timestamp,1987.63000488,29,29,752791,1451145311,1.9484000206,29,29,3660134111.75
"('1276',)",31.267999649,1,0,1036.85517893,29,29,2,3.1267999649,29,13,3746541029.08,3746541029.19,3660134122.75,44.52757,-125.38075,0.0,34.5950192813,29,29,internal_timestamp,1990.68994141,29,29,749788,1451145322,1.94809997082,29,29,3660134122.75
"('1277',)",31.2691001892,1,0,1036.86974159,29,29,2,3.12691001892,29,13,3746541029.08,3746541029.19,3660134133.76,44.52757,-125.38075,0.0,34.595707427,29,29,internal_timestamp,1993.77001953,29,29,755238,1451145333,1.94729995728,29,29,3660134133.76
"('1278',)",31.2688007355,1,0,1036.88350373,29,29,2,3.12688007355,29,13,3746541029.08,3746541029.19,3660134144.77,44.52757,-125.38075,0.0,34.5954353809,29,29,internal_timestamp,1996.81994629,29,29,767191,1451145344,1.94579994678,29,29,3660134144.77
"('1279',)",31.2695999146,1,0,1036.89733149,29,29,2,3.12695999146,29,13,3746541029.08,3746541029.19,3660134155.79,44.52757,-125.38075,0.0,34.5955688839,29,29,internal_timestamp,1999.83996582,29,29,794629,1451145355,1.94519996643,29,29,3660134155.79
"('1280',)",31.2703990936,1,0,1036.91146245,29,29,2,3.12703990936,29,13,3746541029.08,3746541029.19,3660134166.76,44.52757,-125.38075,0.0,34.5957849236,29,29,internal_timestamp,2002.91003418,29,29,755095,1451145366,1.94449996948,29,29,3660134166.76
"('1281',)",31.2703990936,1,0,1036.92562435,29,29,2,3.12703990936,29,13,3746541029.08,3746541029.19,3660134177.77,44.52757,-125.38075,0.0,34.596106183,29,29,internal_timestamp,2005.93994141,29,29,767219,1451145377,1.94280004501,29,29,3660134177.77
"('1282',)",31.2698993683,1,0,1036.94009197,29,29,2,3.12698993683,29,13,3746541029.08,3746541029.19,3660134188.76,44.52757,-125.38075,0.0,34.596429258,29,29,internal_timestamp,2009.02001953,29,29,757039,1451145388,1.94050002098,29,29,3660134188.76
"('1283',)",31.2668991089,1,0,1036.95564833,29,29,2,3.12668991089,29,13,3746541029.08,3746541029.19,3660134199.77,44.52757,-125.38075,0.0,34.5976395471,29,29,internal_timestamp,2012.07995605,29,29,770004,1451145399,1.93449997902,29,29,3660134199.77
"('1284',)",31.2670993805,1,0,1036.96908838,29,29,2,3.12670993805,29,13,3746541029.08,3746541029.19,3660134210.76,44.52757,-125.38075,0.0,34.5972509063,29,29,internal_timestamp,2015.09997559,29,29,761565,1451145410,1.93369996548,29,29,3660134210.76
"('1285',)",31.2674999237,1,0,1036.98324852,29,29,2,3.12674999237,29,13,3746541029.08,3746541029.19,3660134221.76,44.52757,-125.38075,0.0,34.5976388941,29,29,internal_timestamp,2018.13000488,29,29,759244,1451145421,1.93239998817,29,29,3660134221.76
"('1286',)",31.2674999237,1,0,1036.99735322,29,29,2,3.12674999237,29,13,3746541029.08,3746541029.19,3660134232.77,44.52757,-125.38075,0.0,34.5978498017,29,29,internal_timestamp,2021.17004395,29,29,771985,1451145432,1.93079996109,29,29,3660134232.77
"('1287',)",31.2653999329,1,0,1037.0129761,29,29,2,3.12653999329,29,13,3746541029.08,3746541029.19,3660134243.76,44.52757,-125.38075,0.0,34.5994360504,29,29,internal_timestamp,2024.19995117,29,29,763748,1451145443,1.92550003529,29,29,3660134243.76
"('1288',)",31.2630996704,1,0,1037.02755318,29,29,2,3.12630996704,29,13,3746541029.08,3746541029.19,3660134254.78,44.52757,-125.38075,0.0,34.5996916777,29,29,internal_timestamp,2027.26000977,29,29,776756,1451145454,1.921200037,29,29,3660134254.78
"('1289',)",31.2639007568,1,0,1037.04139831,29,29,2,3.12639007568,29,13,3746541029.08,3746541029.19,3660134265.77,44.52757,-125.38075,0.0,34.5997089461,29,29,internal_timestamp,2030.31005859,29,29,773526,1451145465,1.92069995403,29,29,3660134265.77
"('1290',)",31.2639007568,1,0,1037.05581206,29,29,2,3.12639007568,29,13,3746541029.08,3746541029.19,3660134276.77,44.52757,-125.38075,0.0,34.6001200507,29,29,internal_timestamp,2033.38000488,29,29,765702,1451145476,1.91890001297,29,29,3660134276.77
"('1291',)",31.2621994019,1,0,1037.07041241,29,29,2,3.12621994019,29,13,3746541029.08,3746541029.19,3660134287.76,44.52757,-125.38075,0.0,34.600706214,29,29,internal_timestamp,2036.40002441,29,29,762618,1451145487,1.91499996185,29,29,3660134287.76
"('1292',)",31.2614002228,1,0,1037.08496734,29,29,2,3.12614002228,29,13,3746541029.08,3746541029.19,3660134298.78,44.52757,-125.38075,0.0,34.6010910142,29,29,internal_timestamp,2039.47998047,29,29,775501,1451145498,1.91229999065,29,29,3660134298.78
"('1293',)",31.2602005005,1,0,1037.09930225,29,29,2,3.12602005005,29,13,3746541029.08,3746541029.19,3660134309.77,44.52757,-125.38075,0.0,34.6013182682,29,29,internal_timestamp,2042.5300293,29,29,767806,1451145509,1.90929996967,29,29,3660134309.77
"('1294',)",31.2581005096,1,0,1037.11441619,29,29,2,3.12581005096,29,13,3746541029.08,3746541029.2,3660134320.77,44.52757,-125.38075,0.0,34.6022548079,29,29,internal_timestamp,2045.57995605,29,29,766534,1451145520,1.90460002422,29,29,3660134320.77
"('1295',)",31.2583007812,1,0,1037.12825946,29,29,2,3.12583007813,29,13,3746541029.08,3746541029.2,3660134331.78,44.52757,-125.38075,0.0,34.6021754117,29,29,internal_timestamp,2048.62988281,29,29,781964,1451145531,1.9034999609,29,29,3660134331.78
"('1296',)",31.2584991455,1,0,1037.14235099,29,29,2,3.12584991455,29,13,3746541029.08,3746541029.2,3660134342.78,44.52757,-125.38075,0.0,34.602419655,29,29,internal_timestamp,2051.66992188,29,29,781514,1451145542,1.902099967,29,29,3660134342.78
"('1297',)",31.2565994263,1,0,1037.15721395,29,29,2,3.12565994263,29,13,3746541029.08,3746541029.2,3660134353.78,44.52757,-125.38075,0.0,34.6030639815,29,29,internal_timestamp,2054.72998047,29,29,782813,1451145553,1.89789998531,29,29,3660134353.78
"('1298',)",31.2544002533,1,0,1037.17174541,29,29,2,3.12544002533,29,13,3746541029.08,3746541029.2,3660134364.78,44.52757,-125.38075,0.0,34.603344427,29,29,internal_timestamp,2057.7800293,29,29,782344,1451145564,1.89370000362,29,29,3660134364.78
"('1299',)",31.2518997192,1,0,1037.18705371,29,29,2,3.12518997192,29,13,3746541029.08,3746541029.2,3660134375.78,44.52757,-125.38075,0.0,34.6044304351,29,29,internal_timestamp,2060.83007812,29,29,780204,1451145575,1.88839995861,29,29,3660134375.78
"('1300',)",31.2502994537,1,0,1037.20216352,29,29,2,3.12502994537,29,13,3746541029.08,3746541029.2,3660134386.77,44.52757,-125.38075,0.0,34.6054495825,29,29,internal_timestamp,2063.87988281,29,29,772763,1451145586,1.88419997692,29,29,3660134386.77
"('1301',)",31.2493991852,1,0,1037.21655005,29,29,2,3.12493991852,29,13,3746541029.08,3746541029.2,3660134397.79,44.52757,-125.38075,0.0,34.6058388368,29,29,internal_timestamp,2066.91992188,29,29,786432,1451145597,1.88139998913,29,29,3660134397.79
"('1302',)",31.2493991852,1,0,1037.23070968,29,29,2,3.12493991852,29,13,3746541029.08,3746541029.2,3660134408.79,44.52757,-125.38075,0.0,34.6059275703,29,29,internal_timestamp,2070.0,29,29,785710,1451145608,1.87989997864,29,29,3660134408.79
"('1303',)",31.25,1,0,1037.24434016,29,29,2,3.125,29,13,3746541029.08,3746541029.2,3660134419.78,44.52757,-125.38075,0.0,34.6055852318,29,29,internal_timestamp,2073.07006836,29,29,783338,1451145619,1.87950003147,29,29,3660134419.78
"('1304',)",31.2507991791,1,0,1037.25837125,29,29,2,3.12507991791,29,13,3746541029.08,3746541029.2,3660134430.78,44.52757,-125.38075,0.0,34.6058186068,29,29,internal_timestamp,2076.12011719,29,29,781502,1451145630,1.87880003452,29,29,3660134430.78
"('1305',)",31.2506008148,1,0,1037.27265731,29,29,2,3.12506008148,29,13,3746541029.08,3746541029.2,3660134441.78,44.52757,-125.38075,0.0,34.6062186008,29,29,internal_timestamp,2079.15991211,29,29,781608,1451145641,1.87679994106,29,29,3660134441.78
"('1306',)",31.2509994507,1,0,1037.28690934,29,29,2,3.12509994507,29,13,3746541029.08,3746541029.2,3660134452.79,44.52757,-125.38075,0.0,34.6064789812,29,29,internal_timestamp,2082.23999023,29,29,790848,1451145652,1.87559998035,29,29,3660134452.79
"('1307',)",31.2513008118,1,0,1037.3007631,29,29,2,3.12513008118,29,13,3746541029.08,3746541029.2,3660134463.8,44.52757,-125.38075,0.0,34.6065373768,29,29,internal_timestamp,2085.27001953,29,29,796983,1451145663,1.87450003624,29,29,3660134463.8
"('1308',)",31.2511997223,1,0,1037.31497515,29,29,2,3.12511997223,29,13,3746541029.08,3746541029.2,3660134474.79,44.52757,-125.38075,0.0,34.6067223042,29,29,internal_timestamp,2088.34008789,29,29,788800,1451145674,1.87279999256,29,29,3660134474.79
"('1309',)",31.2479000092,1,0,1037.33059091,29,29,2,3.12479000092,29,13,3746541029.08,3746541029.2,3660134485.79,44.52757,-125.38075,0.0,34.6081193697,29,29,internal_timestamp,2091.37011719,29,29,788322,1451145685,1.86629998684,29,29,3660134485.79
"('1310',)",31.2472000122,1,0,1037.34509625,29,29,2,3.12472000122,29,13,3746541029.08,3746541029.2,3660134496.79,44.52757,-125.38075,0.0,34.6085294281,29,29,internal_timestamp,2094.43994141,29,29,791445,1451145696,1.86370003223,29,29,3660134496.79
"('1311',)",31.2481002808,1,0,1037.35879189,29,29,2,3.12481002808,29,13,3746541029.08,3746541029.2,3660134507.78,44.52757,-125.38075,0.0,34.6084666181,29,29,internal_timestamp,2097.47998047,29,29,782438,1451145707,1.86339998245,29,29,3660134507.78
"('1312',)",31.2481002808,1,0,1037.37307358,29,29,2,3.12481002808,29,13,3746541029.08,3746541029.2,3660134518.78,44.52757,-125.38075,0.0,34.6088989777,29,29,internal_timestamp,2100.52001953,29,29,781632,1451145718,1.86160004139,29,29,3660134518.78
"('1313',)",31.2486991882,1,0,1037.38682396,29,29,2,3.12486991882,29,13,3746541029.08,3746541029.2,3660134529.78,44.52757,-125.38075,0.0,34.6088980888,29,29,internal_timestamp,2103.55004883,29,29,782648,1451145729,1.86090004444,29,29,3660134529.78
"('1314',)",31.2493000031,1,0,1037.40078094,29,29,2,3.12493000031,29,13,3746541029.08,3746541029.2,3660134540.8,44.52757,-125.38075,0.0,34.6088754188,29,29,internal_timestamp,2106.62988281,29,29,796519,1451145740,1.86020004749,29,29,3660134540.8
"('1315',)",31.2490005493,1,0,1037.41556112,29,29,2,3.12490005493,29,13,3746541029.08,3746541029.2,3660134551.8,44.52757,-125.38075,0.0,34.6095569854,29,29,internal_timestamp,2109.7199707,29,29,795978,1451145751,1.85780000687,29,29,3660134551.8
"('1316',)",31.2493991852,1,0,1037.42954637,29,29,2,3.12493991852,29,13,3746541029.08,3746541029.2,3660134562.79,44.52757,-125.38075,0.0,34.6097332509,29,29,internal_timestamp,2112.76000977,29,29,789017,1451145762,1.85669994354,29,29,3660134562.79
"('1317',)",31.2499008179,1,0,1037.44304723,29,29,2,3.12499008179,29,13,3746541029.08,3746541029.16,3660134573.79,44.52757,-125.38075,0.0,34.6093947665,29,29,internal_timestamp,2115.80004883,29,29,787704,1451145773,1.85619997978,29,29,3660134573.79
"('1318',)",31.2502994537,1,0,1037.45714338,29,29,2,3.12502994537,29,13,3746541029.08,3746541029.16,3660134584.79,44.52757,-125.38075,0.0,34.6097953723,29,29,internal_timestamp,2118.82006836,29,29,787195,1451145784,1.85490000248,29,29,3660134584.79
"('1319',)",31.2488002777,1,0,1037.47179185,29,29,2,3.12488002777,29,13,3746541029.08,3746541029.16,3660134595.79,44.52757,-125.38075,0.0,34.6105360752,29,29,internal_timestamp,2121.83007812,29,29,787039,1451145795,1.85109996796,29,29,3660134595.79
"('1320',)",31.2495994568,1,0,1037.48589667,29,29,2,3.12495994568,29,13,3746541029.08,3746541029.16,3660134606.8,44.52757,-125.38075,0.0,34.6107647941,29,29,internal_timestamp,2124.89990234,29,29,796407,1451145806,1.85039997101,29,29,3660134606.8
"('1321',)",31.2509002686,1,0,1037.4995857,29,29,2,3.12509002686,29,13,3746541029.08,3746541029.16,3660134617.79,44.52757,-125.38075,0.0,34.6107710098,29,29,internal_timestamp,2127.93994141,29,29,794543,1451145817,1.8504999876,29,29,3660134617.79
"('1322',)",31.2513999939,1,0,1037.51354202,29,29,2,3.12513999939,29,13,3746541029.08,3746541029.16,3660134628.79,44.52757,-125.38075,0.0,34.6110883801,29,29,internal_timestamp,2130.94995117,29,29,793338,1451145828,1.84940004349,29,29,3660134628.79
"('1323',)",31.2518005371,1,0,1037.52738713,29,29,2,3.12518005371,29,13,3746541029.08,3746541029.16,3660134639.79,44.52757,-125.38075,0.0,34.6111670768,29,29,internal_timestamp,2133.97998047,29,29,790354,1451145839,1.84839999676,29,29,3660134639.79
"('1324',)",31.2527008057,1,0,1037.54088123,29,29,2,3.12527008057,29,13,3746541029.08,3746541029.16,3660134650.8,44.52757,-125.38075,0.0,34.6108944251,29,29,internal_timestamp,2137.02001953,29,29,798760,1451145850,1.84829998016,29,29,3660134650.8
"('1325',)",31.2537002563,1,0,1037.55455322,29,29,2,3.12537002563,29,13,3746541029.08,3746541029.16,3660134661.8,44.52757,-125.38075,0.0,34.6107345976,29,29,internal_timestamp,2140.08007812,29,29,798326,1451145861,1.84819996357,29,29,3660134661.8
